rating,comment
5,Item received yet to try
5,quick delivery. bought this for my dad as he loves to do bracelets with them and will definitely buy more from here! 
5,Woohoo! Happy with the purchase .. match my blind! Thank you 😊🤩
5,Fast delivery and item well received. Quality feels like the standard black string commonly used in SG.
5,Fast shipping. Happy with the items.
5,Really like it!! Used only a short part but it’s really durable so far!
5,Good buy for its price.  Can be use for many jobs requiring tying with rope.
5,Item as per description. Will come back to order again when I need more.
5,Item was delivered fast and in good condition.  Almost 20m long rope
5,Very nice and bright colours. very satisfied. colours above expectation
5,good pdt quality good seller good pdt quality good seller good good 
5,Good like ABC
4,Looks great. 
5,As described. 
5,good functional wire. appreciate the fast delivery. thanks
5,Order received as described. Shipping time is reasonable 
5,Product delivered as in picture. Quality is acceptable for the price 
5,Items received.. thanks👍👍👍👍👍
5,Fast delivery!!! Thanks!!!
5,"Product as advertised, delivery was fast."
5,👌👌👍👍
5,The cord looks sturdy
5,looks good. have not put it to the test yet
5,Great! Item came as described and neatly bundled up. Would definitely buy again from seller if needed! Thanks! 
5,Good quality!!
1,Fake paracord. Just black string
5,Relatively fast delivery and acceptable quality for the price!
5,"received nicely and safely packed with no issues, will buy again next time!"
5,Item received in very good condition and with relatively fast delivery!
5,very gd svc and responsive.... my item reach me fast too... tks
5,Good quality and fast delivery 🚚👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻
1,"Order took too long to be delivered and delivery was unreliable. Claimed to have ""successfully delivered"" parcel on a Saturday afternoon but went home in the evening and there was no parcel at all... 🙄"
5,"Fast delivery! Removable weights (a pretty good weight). I have yet to try out the rope but it looks good and the handle is firm and comfy to hold. However the smell is a bit strong (the usual plastic smell), but i think it’ll be gone after a few uses."
5,"Delivery was quite fast considering overseas, received a week after purchasing. the jump rope is exactly like the picture and description. Overall happy with the purchase! :))"
5,"Item well received and delivery took about a week plus. The skipping rope is light and heavy on the grip. Can take out the iron bar if it’s heavy
"
5,Fast delivery and skipping rope looks so nice and the handle is weighted
4,the product is okay and good quality.
5,"Works fine, delivery took awhile but prob cause of covid I'll assume. "
5,Great item! 
5,"Although the box came dented, the product arrived in good condition. "
5,Love the colours. Looks really great. Haven't started using though. Hope I will enjoy the journey with it. 
5,Product received in good condition. Good quality for the price which I have paid for.
5,Item received in good condition!!! Thanks seller for the smooth transaction.😎
5,Im so excited to use this. With weights for intense workout 👌🏽
5,Received it in good condition! Yet and cant wait to try it! 👍🏻👍🏻 
5,Received this beautiful weighted jump rope in good condition. Yet to use it but should be good 
5,Good item and good price. Adjustable length and weighted grip too!! 
5,"Order arrived really fast, within 5 days. The rope feels like good quality and although it's a weighted skipping rope, you can just remove the weight if it feels too heavy. Very satisfied! "
5,Nice color and good quality. Doesn’t tangle
5,Came in good condition! Second buy! Came with weights. I love how the strings don’t tangle up.
3,If the strip hit u accidentally it’s very painful and the handle is very heavy 
5,"It's a good quality, weighted skipping rope. Defiintely good value for money. Delivery took a while but can understand since we're in the midst of a pandemic."
5,Feels solid n good
5,"Just received! For adjusting you probably need pliers to cut the rope, but other than that the weights + feel of the handles are great ! Would recommend"
5,Satisfied with the skipping rope. Though the packaging box was a little crushed but the skipping rope works fine. 
3,Quality is alright and is quite heavy. Also comes with a pouch to keep it in. There are a few small scratches here and there but not too bad.
5,I was surprised that they even give a pouch to keep the skipping rope. 
5,"The box came tattered, however everything inside was intact. The skipping rope is weighted and came with a pouch to keep them in, which is great! The string does not tangle easily so overall a great buy"
5,"Received in good condition..Good quality skipping rod. Wont tangle up easily and handle is weighted as described.  The rope has wire which I think so..makes the rope wont tangle up easily. Design is nice and sleek. Good buy and happy with my purchase . Satisfied with the product..good, nice and slee"
5,Received in good condition .very good quality 
5,The box is definitely damaged but the item looks ok to me is exactly the same as the pic above 
2,Box came broken. The knob on one side came out too. Dnt know how loose will this be if i start using it.
5,Item was received in good condition although the packaging was damaged. Informed seller to avoid this from happening in the near future. Used it today and was totally satisfied with the product. 
5,Try to add traditional skipping rope with wooden handlings and with cloth in it :)
5,Can’t wait to use them! 
5,Nice but abit long to arrive
5,Well received and fast delivery👍🏻 very good service from the seller😊
5,"Very sleek and nice looking. However it may not be suitable for me, abit difficult to skip. But overall item is fine. "
5,"Waiting time slightly longer due to this pandemic period, however everything was fine "
5,Packaging seems legit.. hope to try it out today. Seems of good quality and hope that the ropes doesn’t get tangled 
5,Very satisfied with the purchase! Good quality! 
5,"item is as described. rope has really strong metal, had difficulty trying to trim it shorter. however, could’ve easily folded and taped it down to the preferred length so all is good :) "
5,"Weighted skipping rope that doesnt tangle, great product for everyday skipping! "
5,"The quality seems fine. Although the delivery takes time, but it's still a worth buying. "
5,"Took awhile to receive, but it’s definitely worth the wait! Seems like pretty decent quality, can’t wait to use it! "
5,It's value for money! The wire stays straight even you bend it when keeping it. Love this jumping rope. Highly recommended.
5,Excellent product 
5,I love it! 
5,"Good quality, worth for the price!"
5,Can't wait to use it this evening 
5,Very good quality! What a steal!
1,"The skip rope does not work at all, I had to throw it away hence wasted my money."
5,item received in good condition. 
5,Received in good condition and well packaged. Thank you...
5,wonderful morvelous
5,"Sweat suit works perfect! Can feel myself sweating a lot more with this sweat suit on. Good item, fast delivery."
5,"Ordered on 14/5/20 received on 21/5/20. Shipping Not bad during covid.item as described.tried once,really sweat like mad🤣.hope can last.thanks seller."
3,Feels like a trash bag. Do not buy black.
5,Received with thanks! Hope it works!
5,Size abit more to fitting size. So up to you to upsize if you want bigger. Fast delivery! Have yet to try
4,Bought for Mom and myself. Material is a little bit thin so please be careful when doing your workouts cos it might rip.
5,Fantastic 
5,Second buy already. Not bad but first one spoiled within 2 weeks of continuous using
5,Great product at a good rate. Fast delivery too. I'm happy
5,"I have yet to use it as I have just received it yesterday. Fair delivery considering the circuit breaker. I need to wash it first as it has some strong chemical smell, maybe because of the material, just to be safe...."
5,Got the item today. Just try it a bit tight might get bigger size for the next time. 
4,delivery took a while maybe due to the CB. so far ok. quality so far is ok too
5,When it came I thought it's a garbage bag lol I should've get the silver rather than the black. Looking like astronaut is better than looking like a trash 😅. Quality quite okay not too thin not too thick haven't try yet hope it works. Will order gray if it works. Thanks seller. ❤️
5,Fast delivery and right size.
5,"Xxxl is small,im wearing size Xxl.its so fitting... Might tear it if I stretch. ..."
5,this is my 2nd order. will give this to my mother for her to loose weight eventhough she’s not exercising. She just need to wear this and do her things at home and she will become sweaty already! Good buy and value for money! highly recommended!
5,"First time buying/wearing this. Wasnt expecting this kind of material. Feels like plasticky and canvas-like. However, i do recommend not to get a black coloured suit(because it kinda look like you’re a piece of trashbag when wearing). 😂 but all in all, its great! "
5,Receive and Okay.. Size is Okay.. Hope it can help me lose some fatssssssssss
5,My second purchase. Good quality. 
5,"Works well but easily torn.
"
5,"Order receive by speed post , really good material as compared to those outside , size is nice for me and will recommend family and friends to buy "
5,Tried the suit out for 3 days...it really makes me sweat a lot! Love it! 
5,"true to picture, cant wait to use while exercising. "
5,Delivery took a while because of cb.quality is good 
5,"Thank you seller!
Haven't tried yet.. but I think it fits me.😊"
5,super love it!! I always use it when I want to exercise. it’s so effective!
5,Delivery took long days yo received. But very useful n effective
5,"Good item
Thank you Seller "
4,2nd time buying.. first one tore within a week. Hope this lasts longer
5,The sauna suit is comfortable and it's of a nice material. Came as expected! 
5,"Good Stuff, I was waiting for this to resume my training"
5,Came as stated
5,Material is not bad at all for the price! Actually better than expected. Thank you seller!
5,"Delivery is fast, items are well packed. Will check the product later "
1,"Rubbish, tore after my first workout session."
5,"Fast delivery & item was in good shape , nothing was wrong."
5,"Love the item, could never been better. Fast shipping. Happy with my purchase. Will definitely come back for more!"
5,Item received in good condition.. delivery was fast.. but the top was abit small as the bottom was alright for me..
5,My sweat was literally dripping as i walk
5,Good product quality. Item received in good condition. Have yet to try. Hopefully it works. 😁
5,It was definitely a quick delivery and item received is true to picture 💫☺️ Thank you! 
5,It works even if i thought it was a trash bag at first haha! Just dont get caught onto sharp objects 
5,"Good, item as described
Will buy again
Thank you
.........."
5,Good product but feels awkward to exercise in this... Hahaha... Should be able to last through exercises but might tear one day if got caught on any sharp objects.
5,OK ok...... Yet to try n wear. 
5,awesome
5,Received in Good order and condition.. Very fast delivery.. Indeed SG Stock
5,Very good quality. Exactly what I expected. Very happy with my purchase
5,Received. All good. Fast delivery. Thank you. 
5,"Item received as advertised. Fast shipping too, receives within few days. Item quality is decent. Happy with the purchase. "
5,"Seems decent for the price. Delivery 10/10, basically next day delivery if I ordered it earlier during the day."
5,"This is insane! What a great product, can store pills, I'm guessing can store the protein powder as well. Definitely great purchase! "
5,Came promptly with no damage (strongly protected might i add). The mesh did a great job in mixing the powder with little clumps
5,great bottle tried and it really is leakfree. the metal mesh helps when consuming protein as well. 
5,Good fast delivery 
5,"Received in good condition. Delivery was quite fast too.
"
5,Item delivered in proper package and condition.. thank you for the fast delivery.
5,Parcel received well packed. Can extend it to become longer. Not bad for the price. Thank you so much 😝
5,Second purchase ! :) 
5,Item well received.... and is as good as it described... 
5,Good item.
5,"Came protected in cardboard and scotch tape, with all advertised accessories inside the bottle. Tried shaking with plane water once, doesn't seem to have any leakage. Good purchase."
5,"Bottles came in good condition, and were very well packaged. Thank you for sending promptly!"
4,fast delivery.  nice product for its price
3,"Item received spoilt.. Seller says will send new one to replace, haven’t receive yet. Hopefully can receive the replacement soon."
5,item came fast. thank you very much
5,Well received in 2 days. 10/10👍🏼👍🏼
5,Recieved and everything intact and love the colour. Will try to use it once my protein powder arrives 
5,Nice thick and comfy
5,不错
5,Decent quality
5,Nice item. Fast delivery! Safely packaged. 
4,Good delivery 👍 bottle seems ok . 
5,Order receive in good package. 
5,Received and well packaged in tight bubble wrap. Will consider ordering other products too.
5,Item received in good quality.
5,Received as its found Good 
5,Good product. 
5,Good delivery was fast within 3 days👍👍👍👍
5,Good and powder is well dissolved.
5,Well packed n fast delivery 
5,Love it!👍
5,"Wanted black but made a wrong order for red. Seller was kind & accommodating to send black colour to me. Thank you! Overall quality is good. But not sure why mine leaks a little but its fine. 
"
5,"Fast delivery, well shake function, will support again "
5,"fantastic. order came quicker than expected. for the price, it was a steal and it had all the functions i needed. i could store protein bars and supplements and it evens comes with the shaker spring . wonderful!!!"
5,Delivered in just 3-4 days after placing order. 
5,Good condition and well pack. Keep it up!!! 
5,On time...👍👍👍👌
5,"Item came as described. Looks good with different compartments for powder, pills and supplements. Seller is fast and efficient in letting know of item availability and delivery options. Highly recommend for shaker bottle at affordable price and fast delivery."
5,"My hubby loves it. I have made my order during the CB period at 26May and received my item at 28May. 
Thumbs up👍🏻🤗"
5,"Super fast delivery, received it in a day. Great service, highly recommended "
5,"Received within 2 days, item arrived exactly the same as pictured. "
5,Item delivered very fast. Came in well packed. Thank you. 
5,Great Quality. Very quick delivery. Overall Great product and service. 
5,"Thank U seller😃
Well received item in gd condition! "
5,Works well. Love the separate compartments for protein powder as well as pills. Will buy again.
5,The item is good and delivery was fast👍🏻👍🏻👍🏻
5,"Received in good condition.
Delivered just take 4-5 days during covid-19 period. Will be purchase again if I need it. 
-LydiaM 💯"
5,Delivery was faster than I expected and the parcel was well packed to prevent damages. Have yet to use the bottle yet but looks good! 
5,Receive in fast and good condition 
5,Fast delivery ..
5,Received item as described and earlier than expected. Thank u
5,Nice packing  .. fast delivery ✌🏻
5,Deliver was quite fast amid covid19. B2F1. Happy with purchase!
5,"Good and sturdy, looks like good quality. Delivery wasn’t fast but understandable "
5,"Delivery was fast and items were well received, thank you so much!"
5,Fast delivery - 1 week. Strong and sturdy elastic and clip 
5,Quality is good. Able to fit my delivery bag. 
5,Product came well packed.
2,order 4 but deliver only 3pcs. msg the seller but they thank me instead of rectifying the issue. oh wth. 
5,Items arrived on time and in good condition. Very sturdy and strong. Will purchase again. 
5,"Looks good , ready to use
"
5,Satisfied with product.  
5,Items received in good condition as shown in the picture. Thanks for the fast delivery. Appreciate. Hopefully to buy from this seller again. Thanks 
5,"👍🏼


"
5,Thank u seller! 👍🏼
5,Well received and was fast delivery. Can’t wait to use it with delivery bag 
5,Took more than a week to deliver even though is a paid shipping. Item recieved in good condition. 
5,"1.) Ordered on 06/05, Received on 22/05

2.) Item well received

3.) Hook is loose. But still functionable.

Thank You."
5,uiciyvihvihvivkhvkhvkhvkhvkhvkhvkhvkhvvkhvkhvkh kh kh
5,Very good and fast delivery. Very highly recommended to buy.
4,Item received in good condition. It would be better if the end of hook has some plastic cap to prevent possible scratches if the metal in the hook exposes. It also has a very strong rubber smell.
5,Item received. Its quite long for my requirement though but its quite sturdy n strong.
4,"👌ok,not bad"
5,"Fast delivery, havent open up the parcel but it shld be fine thanks"
2,"Shipping was very long. Very delayed. Purchased on 16/4 & received on 30/4. Don’t need it anymore because couldn’t wait for so long. On 17/4, Seller informed short black & I accepted other colors yet now received all black as ordered. However waited too long & had bought from other seller. Sigh."
4,The hook part not that strong as expected. The hook metal abit thin.
5,item received jn gs condition
5,Item delivered as described. Works as expected. Recommended 
5,Item as per advertised. 👍
5,Received the order
5,Item received in good condition. Thanks Seller!
5,Smooth purchase and prompt delivery. Item is true to picture. Thank you very much! :)
5,"fast shipping, good product, value for money. happy with purchase. "
4,Item recieved as per description hope it will last...yet to receive my bicycle so havnt try using it
4,Good thin mask. Breathable. A little on the tight side. Not as elastic as another (more expensive) brand I used. But definitely good value for this price.
5,Very gd material... item.was nicely packed.....Satisfied with item. Will order again.
2,"It’s either trying to strangle me or I have a fat neck, either way I feel insulted "
5,I wanted to have this black camo and it was sold out the 1st time I bought from this seller.
5,"Materials used not consistent, the lighter camo one has less breathability, but overall okay fits just nice"
5,"Fast delivery, received in good condition. The quality is very good. Will recommend and buy again."
5,"Items received as described, smooth delivery, good deal and quality."
5,Nice washable face mask perfect coverage for cycling . Easy dry n wash 
5,"Good material and fast to arrived
"
5,"Item received, pack seperately 👍. Fast delivery. Soft light material."
5,thank you. material is extremely wonderful and I love it so much.
5,"Fast delivery, thicker material, less elastic than some other masks 
. "
4,Ok quality only.
5,Fast delivery. Good quality. 
5, fast delivery. Very comfortable. Thanks
5,"Items received in good condition. We love it. Thank you Seller,👍🏻👍🏻👍🏻😍"
5,Good material and like it..........
5,Worth the buy. Good Quality. Kinda tight but I believe will expand once use.
5,Great products 
5,2nd order...good
5,"Fast delivery... 
"
5,"Receive in good condition,  like Wat exactly the photo shown,  will order other item from seller. Give seller five thumb up 👍 👍 👍 👍 👍 "
5,"Nice 👌🏻 Like the material and both the colours - black & gray. Fits well too even after the initial wash. Great stuff, Thank you 🙏🏻 "
5,"Product received as described, fast shipping from Korea,  excellent quality for this mask.  Will recommend the product.. good 👍 "
5,Cooling and lightweight 👍
5,Delivery quite fast.. item received n check ok. Tks seller
5,Good product... Item received.. Very fast.. Quality is superb.. 
5,Good quality and fast service 
5,Packaging is good. Thank you. 
5,Items received in good condition. Bought for hubby to match his sport wear. Great for running. Not too thick. Loves the material.
2,"Found this too small for me, the material bunches up uncomfortably at the neck and doesn’t cover it properly. 

Not ideal as a mask + neck covering. Wish the seller was more upfront with the sizing. "
5,Good quality!! As per described. 
5,Receive in good condition thank you....
5,"Look nice ................................
..
.........









"
5,"My second purchase of the TOP because material is really comfortable 

The bra comes with separate pads which you need to insert yourself "
5,Well received in good condition and seems comfortable to wear. hope they are durable . thank you seller.
5,got the items reasonably fast .... material is of very good quality ... tried on n it fits really well... many thanks to Moving Peach customer service who gave great advice on the size .... will get more stuff from Moving Peach ... very satisfied :)
5,Items received fast and in good condition! Cant wait to wear it for workout!
5,Shirt is nice and very comfortable but just a little bit short from what I expected. 
5,"2nd time ordering. Really love their sports wear, quality is good and comparable to other sports brands. However sizing may vary over different products.. Delivery was faster this time too! "
4,Received in good condition. Delivery takes more than a week but acceptable. Tee is shorter than what I had expected though. 
5,Delivery was fast this time. Products are received in good condition. Nice and comfy! Will definitely buy their products again. 
5,Love the tops. Second time buying. 
5,"Material feels comfy and suitable for running, happy with the purchase"
5," Very nice and good quality fabric, M size looks bigger than white size though "
5,Nice oversized tee. Not sure if it would wick sweat but it should be very comfy
5,Love the quality of the items. 👍👍 Repeated buyer. Delivery time is acceptable. 
5,Delivery took quite long but the material is soft and comfortable.
5,Good material. Pretty colours. 
5,Wore this for a workout and the white is a little translucent but it wasn't very obvious or an issue. It was really cooling and was good at absorbing perspiration! 
5,Second purchase. Easy to order and fast delivery! Quality products as well :) 
5,material of top is really good! worth the buy and will definitely repurchase again. shipping was also faster than expected! thank you! 
4,Good material and fit well.
5,"Ordered on 19 May and received on 27 May. Quality quite nice, very comfy. Will order again 👍🏼"
5,"Received in good condition, nice quality. Size is perfect for uk6. Shipping took a while though."
5,"Quality of shirt is okay, but delivery took pretty long (more than two weeks) :’)"
5,good material for its price! even though delivery take awhile but everything is fine :) 
5,Received in good condition. Like the airy material that is good for exercise. 
5,"Happy with purchased.  Good material 
Love it "
5,Comfy and nice for sg weather! Will definitely purchase for more 
5,Loving my loots from moving peach!! The material is really good and size is just right!
5,"Items exactly as advertised, material is good as well. Delivery took some time but understandable! "
5,"order took longer than expected. nonetheless, items are good quality and will be repurchasing 😀"
4,I personally think it’s too wide at the neck area . But love the pink color :) good quality 
5,"Received items in good condition, the top was nice and feels cooling for a work out."
5,Love the boat neck/rounded neck feel of the top! 
4,"Arrived within 6 days, material is good but there’s a slight stain on the shirt"
5,"Gd. Received abt 1 week time . Material is considered thin 1, so have to wear inner as well "
5,Very happy with purchase! Material has appropriate thickness and feels good! Would recommend!!
5,Beautiful T 
5,Slippers delivered in good condition and its good pair of slippers! 
5,Received in good conditions. Waited for a short while for delivery. Happy with the product. Comfortable to wear. 
4,Worth ordering according to price
5,Item received in good condition.  Cheap and serves the purpose. Slippers are light and comfortable. 
5,👍👍😘
2,Within a week it Depreciated.
4,"Look not bad, but the sandal is a little bit tight on the side, should have bought 1 size bigger.... "
5,"Nice sandal,good for price .my fiance like it"
5,small cutting..must get 1 size bigger.
5,"post comment: overall ok. just that it’s more for indoor usage. for outdoor, the water on the ground and it’s slippery for it"
5,Good. Repeat purchase.
5,"Order finally received.  Very nice material for the price, it's very comfortable and I hope it last long.  "
5,"Fabulous, great quality and good design. Worth every penny, will sure buy again"
4,"Fast delivery and received in good condition.
Shoes size is small than. Usually wear size 42 but slightly small shoes order 1 size bigger than. "
5,"Product as described, highly recommended "
5,Received in good condition. Will repurchase from this shop
5,Item good
4,Slippery sole but maybe cos it's new
5,Very good. Cheap. Nice. Will buy again.
5,May consider getting 1 to 2 sizes bigger but all good
5,Item received in good condition. Slipper is light. Ordered 1 size bigger but end up just nice for me.
5,Item received in good condition.. the size abit small ... for the price is ok..
4,Would recommend sizing up as it’s alittle smaller. Also delivery took about 2 weeks 
4,"As for this price, can't compare much, but overall is quite not bad as is really very light, and comfortable, just that the bottom base need to be improved :) "
5,"Cheap n worth for a pair of men slipper,  my husband fit so nicely "
5,👍 Nicely fit
5,Comfortable to wear. Yet to try to wear it while it’s wet. 
5,Item received in good quality 👍
5,"Item received in good condition , took around 1 week to reach me 👍🏽👍🏽👍🏽"
5,Light and comfy slipper because of foam material. Cloth between your toes will not hurt you like rubber.  Reasonable delivery time. 
5,Slippers are light and comfortable to wear. Value for money. 
5,Well Recieved. Slipper is very light and fit well on the feet.
5,With this price ok la. Mai hiam buey pai. Lol...............
4,"Its looks really cheap irl. Workmanship is bad as well. Its not metal or steel. Its some really solid plastic materials. But well, overall its cute and as long as it does its job, its ok! Cause not very expensive also. "
5,Finally I have this for my exercise. Thank you. Please help support me subscribe to my YouTube channel kMeganiz TV. I am a cancer survivor. I also can help promote your products. Thank you!!
5,"Shipping took about a month, quite long but that's understandable as it was by ship.  The box came crumbled but the Kettlebell looks good, no dent. "
5,"I ordered on 8 June and received it on 6 July. So do take note that it takes a LONG TIME to arrive. But other than that, it came in packed fine."
5,Looks good even the hub using it. Long delivery time if you want to order.
5,Package came crumpled and i was worried. But inside was fine. There was dirt and some scratches. Other than tt.. ok la.. too lazy to return or ask for refund. Just gonna use it though. No fuss. Thank you :) i'd still order again. But i hope it'll b better this time. Thks seller.
5,"Love the dumbbells have been using the 6kg often the 8 kg I will use when I am stronger.the pink is so pretty
"
2,Ordered but it seems the seller forgot the order. Only received item when i applied to cancel the order
5,Kettlebell is crazily big for such a small weight! Delivery takes too long
5,"Thank you seller! Though delivery took longer than expected due to covid19, but the item is well pack and received in good condition. "
5,Took 20 days to arrive.  Boxes r totally mushed but bubbles wrapped and kettle bells came in good condition.
5,"Super pretty in  pink . 

 Arrived in 14 days .   "
5,Fast delivery. I like it. Thank you 
5,Love the pink although size abit tight ... long delivery!!!
5,"Item received in good condition, looks true to picture, good elasticity "
5,Nice material and nice color. Suits me well. Thanks seller
3,"size runs really small, fast delivery though. material is not what i expected as well "
3,"Delivery time is acceptable, it takes slightly more than a week. Material is not quick dry type. The size is too small for me, probably can only fit xs or s size. "
5,"I bought black for first time, found dirt on it. Thought it will disappear after wash but the stain still there after second times wash.
Fast delivery. Pink is my second purchase. Checkedno stain. I like it. "
5,Item well rec n materials is v comfortable. Will defintely do my 2nd purchase again
5,So far so good 
5,"Usually wear size S for pants, size up after I read the comments. The pants is a legging and not sports type. "
3,Material not really suitable to be worn for running as it traps heat. Got it at just $6 during flash sales. Still okay! 
5,"Flash sale buy, quality is ok, delivery is considered fast due to covid problem, will buy again!!"
5,"Bought as a present for my exercise instructor. Material is indeed very stretchy but not the cooling or smooth type, hope won't be hot or warm when wearing for exercising. Size looks too small to be free size. Bought 2 colours, pink and orange, nice bright luminous colours which my instructor likes."
4,Received this tank TOP in good condition. But the material is not to my liking. Bought it during flash sales. Got black colour for the top 
5,Delivery takes a while but item arrive in good condition. Size is small.
5,"Well recd 
Many time purchase 
Like their material
Thank you seller"
5,"Item rec in good condition and well pack. Will consider to purchase again
"
5,"Received in good condition , but too bad  the pic shown inside the app was inaccurate to the size I want..need for a return and refund.

"
5,All items are in good condition. Delivery took less than 10days. I love all the items. 
1,Dont like the material
2,"Tank TOP is very tight for me, this piece is a free size. I am already petite XS size, but I can see my tummy bloating, not nice to wear out for exercise. For exercise wise, it won’t be comfortable cus quite tight. Guess I paid for the price I get for this. :/ "
5,Fast delivery.. Product quality is good.. Worth to buy.. Thank you seller..Definitely will buy again..
5,Material is soft and nice. Size was a little smaller than S. M would have been a better fit.
5,"Received items in perfect condition.
Comfortable to wear."
4,Received in good condition. Quality is not bad but it’s very small though it’s free size. Hopefully it will expand a bit after washing.
5,nice item! 😊 delivery delayed maybe because of the covid situation which is quite understandable
5,"Received package  much faster than Standard Express delivery. I was surprised by the material, i really hope it's work like Dry Fit material."
5,"Have not try it but looks great. Delivery abit slow due to convid
"
4,seems small on me
5,Delivery took 2 weeks. Very stretchy and soft materials! Yet to try 
3,"Received.  Material stretchable, nice colour.  Thank you seller"
5,Good meterial. 👍 Very stretchable. 
4,I didn't expect it to be really long on me. But quality is great. 
5,Received in good condition although waited for long time...
3,"Not my expected
Hvnt try yet"
4,"Took quite long from order to arrive, could be due covid. Nice color and material feels good."
5,Very nice tops😀Super fast delivery. Thank you so much Seller.Received in good condition.
5,"Good quality,  good price!"
5,Super Fast delivery.Received in good condition. Thank you so much Seller😊
5,"Quality and design is good but there is a brand (Miss silver) on the packaging that doesn’t match the product description so it might just be a reseller. Nonetheless, items are in good quality and fits well!"
4,Item receive a big late looks the same as in the pic jst tat small in size will be nice for THIN LADIES  ... OTHER THEN TAT ALL WAS GD 
5,"Size is kinda small, will suggest to buy 1 size bigger. I’m 165cm and usual size is S/M. Item received as described. Thank you!"
5,Have purchased from Moving Peach a few times. Always happy with my purchases and its product quality. The last purchase was too tight for me & I wanted to return it but they gave me a discount for my next purchase instead.
5,Items received with good conditions. The size is free size that fits only Small sizes.. 
5,"Well received and quite a pretty piece.
But there is a very small stain on it but should be washable.
Thank you seller!!!"
5,"material feels good and breathable, design is good too, would recommend!"
5,Item received.. repeat order from this seller... dun like this TOP material not for exercise...
5,Nice colours 
5,Fast delivery and well packaged
5,"Quality seems of good quality and comfortable
breathable material。 Yet officially try it

Might buy again.

谢谢你。 Thanks"
5,Receive as advertised. Quality of material looks to be ok. Satisfied with my purchase
5,Very comfortable. 2nd order 
4,Thanks. The delivery guy was very nice.
5,"Need to one size larger than your usual size..
"
5,"Looks good.  Just wash not try yet
"
5,Received item in good condition
2,"Too small for size xxl
"
4,package arrived content intact both zipper works ...thank you 
5,Received item perfectly with thanks. Love it. Will purchase more in the future. 😊👏
5,Good quality although 3XL size seems a bit smaller. Overall happy with purchase.
5,Item received in good condition. Yet to use. 
5,Nice comfortable material. Cooling and suitable for jogging. Will buy again.... 
5,Ordered 30th may. Delivered 7th june. Items all in order. Satisfied with the shorts. Feels of good quality and finishing.
5,Delivery was quite fast around a week or so. Quality of the shorts seems pretty good. Ordered XL for waist 31. Seems to be a good fit
5,My 2nd purchase. Good shorts with awesome quality for the price range. Minimum a week for delivery which is acceptable in these times.
5,"2nd purchase, happy with d quality 👍🏻👍🏻👍🏻"
5,Absolutely love the shorts. Decided to get 1 size bigger n yeah.. Didnt regret it. Fit nicely for me.
5,"items received, good material ,size just right and fit too, thanks."
5,Fast and good material 👍
5,Nice shorts
5,With this price quality ok... dun expect too much buy daily or casual wear should be ok. Took about 1 week+ to deliver. 
5,Items received in very good condition and very much meet the expectation.   Delivery was also faster than expected 👍🏼👍🏼👍🏼👍🏼
5,"Delivery within 2 weeks. Material is smooth, soft and stretchy. Zips is good quality, very worth the price with great quality. "
5,Super responsive seller. Super good deal. Value for money. Awesome seller. I have purchase more than 5 products from this seller and I will continue to buy.
5,"Material feels good, front side pocket with zip and deep. No back pocket. "
4,Received in good condition and prompt delivery. Fits well and will order again from this vendor.
5,"Received in good condition. 
The material also not bad, not too thin and not too thick. Have yet to check the zip but should be alright. 
The tip of the string is made of metal so it seem more durable. 
Would purchase again :)"
5,Highly recommended 
5,👍 
5,Items received fast in very well packed packaging. Quality is good. Highly recommended
5,Received yesterday. Package looks good. I tried out the size prefectly great.
5,Good product. Prompt delivery.
5,Looks good thks hope to buy from your shop again thks
5,Items were well received and in good condition. Thank you Seller! 
5,Awesome products
5,Received the items in good condition and packed in good packaing. Have tried the shorts and they fit well. The design looks nice and recommend to buy.
5,Nice ziplock packaging  Quality of trousers is good value for money👍
5,Lousy quality of the sport short. amount spent can get much better quality. 
5,thx
5,"pretty fast delivery. just slightly over a week. yet to try out, but seems legit. "
5,"Delivery took a week. Have not tried it yet, hopefully it works fine"
5,last 10 years ago used one park tool brand and slightly bigger than this. now starting back cycling since my old one gone to heaven so i got this one and since cheap and small and compact the plus is storing is easy 
5,so far all looks fine. haven't tested it on my bike cleaning yet. hope it works all fine. :)))
2,"Box was abit damaged but was wrapped up with newspaper. Parts of the cleaner is loose and it dropped out when I opened the box but managed to fix it back. No compartment for the degreaser so I have to manually poor it in slowly
"
5,Amazing fast delivery. And items seems good. Will try it out soon. 
5,Good seller
5,The chain cleaner is pretty small hope it does the work.
5,Fast and quick delivery. 
5,"Items received as what I have bought and delivery time is within expectations. Good price paid for the items 
"
4,"Seller sent the item fast.
Item was wrapped with extra news paper for protection.
Chain cleaner doesn't seem to work properly. Disappointing
The lubricant spinner doesn't seem to work too.
Other than that, quite satisfied
Thanks seller for the quick delivery!"
5,Product came with the boxes dented on some of its sides as it's normal mailing. But product works as per normal so all's good. Love how fast it arrived (about 3 working days) 👍🏻  still considered worth the price
3,accurate product. but very slow shipping. i rather just purchase from china for much cheaper and faster shipping. would suggest seller to not use singpost has they are utterly useless
5,It was okay
5,Items received earlier than expected and as advertised.. 
5,Ordered on 25/5. Received on 3/6. Easy to deal seller. Thanks seller for granting my request to replace some duplicate items. Recommended. 
5,Looks good. Will test it soon.
4,It took 2 weeks to get delivered.
