rating,comment,cleaned_review,aspect,sentiment_label,sentiment
5,Well built. Good quality. Hope it can last.,well built good quality hope can last,Product Quality,2,Positive
5,"Very fast delivery and well received.  Good quality light.  Will recommend to my cycling friends

",fast delivery well received good quality light recommend cycling friend,Product Quality,2,Positive
5,Order received in good condition. Very good quality light. ,order received good condition good quality light,Product Quality,2,Positive
5,Received with good condition. Good quality and nice design . Love it ! ,received good condition good quality nice design love,Product Quality,2,Positive
5,Quality of the helmet looks good n very light weight am happy with it,quality helmet look good light weight happy,Product Quality,2,Positive
4,"quite a quality product for this price. however I bought the wrong one, this is Q1 without the sensor brighten light for stopping, should have pay more for the Q5 model.",quite quality product price however bought wrong one without sensor brighten light stopping should pay model,Product Quality,2,Positive
5,Works great as advertised.. will bring it out for a night cycle as soon as i can.. ,work great advertised bring night cycle soon can,Product Quality,2,Positive
5,"Great.... bought 3 , there is an external packing to protect the original packaging. Great job. Happy with the lights. The mounting clip has to open clockwise to remove. Not sure if clip can last how many turns before it breaks. Overall 5 stars. ",great bought external packing protect original packaging great job happy light mounting clip open clockwise remove not sure clip can last many turn break overall star,Packaging Quality,2,Positive
4,Received everything!,received everything,Delivery & Service,2,Positive
5,Received. Good condition. Nicely packed. Look forward to buy again. Thank you.,received good condition nicely packed look forward buy thank,Delivery & Service,2,Positive
3,Product well received. The light is very small compared to the photo. For the handle bar is quite cheap quality. ,product well received light small compared photo handle bar quite cheap quality,Product Quality,1,Neutral
5,Fast shipping. ,fast shipping,Delivery & Service,2,Positive
5,Order received in good condition...........................,order received good condition,Delivery & Service,2,Positive
5,Super fast delivery! Ordered and received on the same day.  Excellent quality and a good looking bike 👍,super fast delivery ordered received day excellent quality good looking bike,Delivery & Service,2,Positive
5,"Item received safely and in good condition! Ordered at night, received the next day. Seller was nice to whatsapp me some tips about do and don'ts when using the bike without me enquiring. Thank you seller for your great customer service and efficiency. Really appreciate it! 👍🏼",item received safely good condition ordered night received next day seller nice whatsapp tip donts using bike without enquiring thank seller great customer service efficiency really appreciate 👍🏼,Delivery & Service,2,Positive
5,"Placed my order today at about 1pm and recieved my Bike 7pm. Had chat with user who is helpful before delivery,  seller has did not reject from my request to help install the bottle rack.
Seller has also provide excellent customer service 
Item received is in good condition. Highly recommended.",placed order today pm recieved bike pm chat user helpful delivery seller not reject request help install bottle rack seller also provide excellent customer service item received good condition highly recommended,Delivery & Service,2,Positive
5,A good bike for a reasonable price. Tested it and it was good for strolling around town. ,good bike reasonable price tested good strolling around town,Others,2,Positive
5,"Same day delivery and all looks good...good followup service as well. Seller is active in whatsapp and resolving all queries immediately.

Good deal for the price. Yet to check the ride quality.",day delivery look goodgood followup service well seller active whatsapp resolving query immediately good deal price yet check ride quality,Delivery & Service,2,Positive
5,"Delivered in 2 days, wheels well aligned,  brakes responsive. Comes with bell, stand, wire rope lock & fenders. Overall very good value for money.",delivered day wheel well aligned brake responsive come bell stand wire rope lock fender overall good value money,Delivery & Service,2,Positive
5,"Item received late due to delay in shipment but seller was very responsive to whatsapp and assured the bike will arrive promtly. Seller provided extra bottle holder, bell, lock, mudguard as free gift. ",item received late due delay shipment but seller responsive whatsapp assured bike arrive promtly seller provided extra bottle holder bell lock mudguard free gift,Delivery & Service,2,Positive
5,"Received in less than 24 hour after order, bicycle in good condition. Thanks!",received less hour order bicycle good condition thanks,Delivery & Service,2,Positive
5,Seller was responsive and good after sales service. Had minor issues with the bike and he assisted in solving it. 👍,seller responsive good sale service minor issue bike assisted solving,Delivery & Service,2,Positive
4,Received in the next day. Product's quality is acceptable.,received next day product quality acceptable,Product Quality,2,Positive
5,"This was taken after a 20 Km trip. Wonderful. There may be some squeaky sound if you tighten the folding bolt too much. But for the price and the features (disk brake, full suspension etc.), there is really nothing much to complain about. Highly recommended for the price conscious. ",taken km trip wonderful may squeaky sound tighten folding bolt much but price feature disk brake full suspension etc really nothing much complain highly recommended price conscious,Product Quality,2,Positive
5,"Very very good service.  Condition of bike is Super
",good service condition bike super,Delivery & Service,2,Positive
5,"Very fast delivery, received item within 15 hours from purchase. ",fast delivery received item within hour purchase,Delivery & Service,2,Positive
5,Order received in excellent condition. Ordered at 1 pm and received at 4.30 pm on the same day. Excellent service and response.,order received excellent condition ordered pm received pm day excellent service response,Delivery & Service,2,Positive
5,"Very fast deliver, and looks good too! Cant wait to try. :)",fast deliver look good cant wait try,Delivery & Service,2,Positive
5,"Very good & stylish bike! Took it out for a ride after receiving it & it was awesome. More importantly, the seller was very friendly & helpful in ensuring i receive the bike. Received the bike the next day i ordered and the seller took the extra effort to delivery it to a suitable timing! 10/10",good stylish bike took ride receiving awesome importantly seller friendly helpful ensuring receive bike received bike next day ordered seller took extra effort delivery suitable timing,Delivery & Service,2,Positive
5,Good product and fast same-day delivery,good product fast sameday delivery,Delivery & Service,2,Positive
5,Delivery was prompt. The bike is great n it fits nicely in a car sedan boot. The bike is little heavy but the ride is smooth n fast. Price is right n its a worth buy. Thank you!😀,delivery prompt bike great fit nicely car sedan boot bike little heavy but ride smooth fast price right worth buy thank you😀,Product Quality,2,Positive
5,Delivery is on the same day when order! Super fast. Product seems OK as this is my first bicycle buy. Hope is good 🤞,delivery day order super fast product seems ok first bicycle buy hope good,Delivery & Service,2,Positive
5,"Delivery was very fast. Seller was very responsive & personally delivered the bike in good condition,. Bike is quite sturdy for a big guy like me. 1st time riding a bike with suspension so took me a while to get used to it. Only downside was my favorite black was out of stock. Nonetheless great buy.",delivery fast seller responsive personally delivered bike good condition bike quite sturdy big guy like st time riding bike suspension took get used downside favorite black stock nonetheless great buy,Delivery & Service,2,Positive
5,"Received. Not so fast deliver but seller message the delivery date and get on that day. 
Good to buy. Recommended.",received not fast deliver but seller message delivery date get day good buy recommended,Delivery & Service,2,Positive
5,Bike felt sturdy and well made for the price. ,bike felt sturdy well made price,Product Quality,2,Positive
5,Received in good condition. Yet to tedt,received good condition yet tedt,Delivery & Service,2,Positive
4,"Received bike, yet to test out. Got to chase for the delivery date a bit. Suppose to receive wed but said van broke down so received on Thurs instead.",received bike yet test got chase delivery date bit suppose receive wed but said van broke received thurs instead,Delivery & Service,2,Positive
5,Super fast order morning received afternoon. Pretty,super fast order morning received afternoon pretty,Delivery & Service,2,Positive
5,"Pls stop the practice of taking pics of owners when delivered, due to privacy issues, instead you can just take pic of the bike and the surrounding area where you deliver. Other than that its ok",pls stop practice taking pic owner delivered due privacy issue instead can take pic bike surrounding area deliver ok,Delivery & Service,2,Positive
5,Pro active seller.. correspondence over WhatsApp on stocks availability and also delivery. ,pro active seller correspondence whatsapp stock availability also delivery,Delivery & Service,2,Positive
5,"Received next day.. Fast response from Seller.

",received next day fast response seller,Delivery & Service,2,Positive
5,"Received it on exact date as per promised by seller. However, didn't expect that it could not stand by itself when folded. Other then that, item looks awesome and in gd condition.",received exact date per promised seller however didnt expect could not stand folded item look awesome gd condition,Delivery & Service,2,Positive
5,"Reliable and trustworthy seller. 
Seamless transaction, fast delivery by his own van.recommended! ",reliable trustworthy seller seamless transaction fast delivery vanrecommended,Delivery & Service,2,Positive
5,"Bike too heavy. Gear shifting not smooth got cracking sound.
(Seller respond fast and he wiling to refund. I told him is ok, and I told him refund not necessary. Good seller, good responsible. Give them 6star)",bike heavy gear shifting not smooth got cracking sound seller respond fast wiling refund told ok told refund not necessary good seller good responsible give star,Delivery & Service,2,Positive
5,"Great value fast delivery 
",great value fast delivery,Delivery & Service,2,Positive
4,Bike looks really cool better than Decathalon same price products and come with stand and free lock whereas Decathalon must buy separate stand and lock!,bike look really cool better decathalon price product come stand free lock whereas decathalon must buy separate stand lock,Others,2,Positive
5,Item received. Yet to try out the perform. =),item received yet try perform,Delivery & Service,2,Positive
5,Super quick service and very polite n professional. Enjoyed my purchase. I ordered bike at 10am and I received my bike at 830pm despite the heavy rain. Well done!,super quick service polite professional enjoyed purchase ordered bike received bike pm despite heavy rain well done,Delivery & Service,2,Positive
5,Quick response. Bikes delivered in good assembled condition. ,quick response bike delivered good assembled condition,Delivery & Service,2,Positive
5,Nice Bije,nice bije,Others,2,Positive
5,Super fast delivery. The bike itself is great value for the money. There is a clear folding instruction video of the bike in YouTube.,super fast delivery bike great value money clear folding instruction video bike youtube,Delivery & Service,2,Positive
5,Very fast delivery! Haven’t tested out the bike but looks good. Thanks!,fast delivery haven’t tested bike but look good thanks,Delivery & Service,2,Positive
5,"Seller initially couldn’t deliver today as planned but when I reached out to him, he went the extra mile to pay extra for delivery to be done today! Awesome service.",seller initially couldn’t deliver today planned but reached went extra mile pay extra delivery done today awesome service,Delivery & Service,2,Positive
5,very good.,good,Others,2,Positive
5,"Solid bike, tested alr. Delivery was fast and accountable. Good buy",solid bike tested alr delivery fast accountable good buy,Delivery & Service,2,Positive
5,Awesome. Same day delivery within an hour. Not 5 but 6 stars service! 🌟 ,awesome day delivery within hour not but star service,Delivery & Service,2,Positive
5,"Nice bike, only The brake not that hard, but it ok, I can adjust myself, fast respond from seller, fast delivery in one day. Bike come in good condition..Going to buy one more for my kid, and will intro this shop to my friend..first time buy from shopee... very good impression... ",nice bike brake not hard but ok can adjust fast respond seller fast delivery one day bike come good conditiongoing buy one kid intro shop friendfirst time buy shopee good impression,Delivery & Service,2,Positive
4,The bikes were very sturdy but heavy.  delivery was prompt and fast. I ordered a in the late morning and received them in the same evening. ,bike sturdy but heavy delivery prompt fast ordered late morning received evening,Delivery & Service,2,Positive
5,"Very fast delivery, deliver within hours ",fast delivery deliver within hour,Delivery & Service,2,Positive
5,Fast delivery and value for money 😊,fast delivery value money,Delivery & Service,2,Positive
5,Fixed up small issue immediately. Very happy with the product delivered fast.,fixed small issue immediately happy product delivered fast,Others,2,Positive
5,Item look good and fast delivery ,item look good fast delivery,Delivery & Service,2,Positive
5,"Fast delivery, yet to try, thank you",fast delivery yet try thank,Delivery & Service,2,Positive
5,Fast delivery considering the potential covid19 delays. Thanks!,fast delivery considering potential covid delay thanks,Delivery & Service,2,Positive
5,all good,good,Others,2,Positive
5,can't tell the difference between this one and the one in my gym,cant tell difference one one gym,Others,2,Positive
5,Great product. Highly recommended ,great product highly recommended,Others,2,Positive
5,"Product is in good condition, I like it though the key to free card is not in the package.🤔",product good condition like though key free card not package🤔,Packaging Quality,2,Positive
2,Box was damp maybe due to rain,box damp maybe due rain,Packaging Quality,0,Negative
5,Received as described. Does not include the card for free access to trx.,received described not include card free access trx,Delivery & Service,2,Positive
5,"Very good quality, strong material and feeling safe and secure using it. Delivery was quick. Packaging box little dented at edges but understand for the delivery condition. Goods are in good condition.",good quality strong material feeling safe secure using delivery quick packaging box little dented edge but understand delivery condition good good condition,Product Quality,2,Positive
5,"Order received in great condition. Delivery was fast, took around 1 week to receive the product ",order received great condition delivery fast took around week receive product,Delivery & Service,2,Positive
5,"Product was received in good condition, sealed and all. The seller mentioned all contents of this product (they didn't write it contains ""key access"" in it) so everything was received as stated. You can always download TRX app and search different exercises from YouTube, etc so it should be OK.",product received good condition sealed seller mentioned content product didnt write contains key access everything received stated can always download trx app search different exercise youtube etc should ok,Delivery & Service,2,Positive
4,the leg cradle is not adjustable. This is the TRX pro and not the Pro 4 series.,leg cradle not adjustable trx pro not pro series,Others,2,Positive
5,"Everything looks legit and original. Be clear that you are not getting a fully original product as you won’t have the product key and codes that allow you to register with the TRX app. However, if you don’t mind that this is definitely usable. Anyway there are tons of videos on Youtube and IG. ",everything look legit original clear not getting fully original product won’t product key code allow register trx app however don’t mind definitely usable anyway ton video youtube ig,Others,2,Positive
5,Received in good order. High quality.,received good order high quality,Product Quality,2,Positive
4,No issues really. Although the pack was meant to contain a card so you can get access to the app and it had been removed. Otherwise perfect.,no issue really although pack meant contain card can get access app removed otherwise perfect,Others,2,Positive
5,Items received in good condition but have not tried out so not sure if it's ok.,item received good condition but not tried not sure ok,Delivery & Service,2,Positive
5,Item took reasonable time to arrive. Well packaged and item looks promising.,item took reasonable time arrive well packaged item look promising,Packaging Quality,2,Positive
5,Delivery took a while but seller kept me updated and so it’s cool... item looks as described and tested working ok so far. But the online activation code doesn’t work so probably not the real stuff - well if you don’t mind for a good price! ,delivery took but seller kept updated it’s cool item look described tested working ok far but online activation code doesn’t work probably not real stuff well don’t mind good price,Delivery & Service,2,Positive
5,Delay in delivery due to covid but understandable. TRX in good quality. Highly recommend.,delay delivery due covid but understandable trx good quality highly recommend,Product Quality,2,Positive
5,Very good quality even though it does not appear to be authentic. 👍🏻,good quality even though not appear authentic 👍🏻,Product Quality,2,Positive
5,great item!,great item,Others,2,Positive
5,"product come nicely packed in box.
comes with various items as seen in photo.",product come nicely packed box come various item seen photo,Packaging Quality,2,Positive
4,"this is not authentic.
asked seller if the foot handle could be adjusted like the real p4, said yes, so I bought and it came without that, just like the p3. 
so you're better off buying the other alternatives if you are wondering why this listing more exp than others.",not authentic asked seller foot handle could adjusted like real said yes bought came without like youre better buying alternative wondering why listing exp others,Product Quality,2,Positive
5,Thank you seller and also the delivery guy. Received in good condition ,thank seller also delivery guy received good condition,Delivery & Service,2,Positive
1,"The cable is loose, can't take body weight. Doesn't work",cable loose cant take body weight doesnt work,Others,0,Negative
5,Took awhile to receive. But feels really solid even though item seems to be fake haha. ,took awhile receive but feel really solid even though item seems fake haha,Product Quality,2,Positive
1,"Such a lousy product!! Its not only look old but most importantly, there is NOOOOO needle!!
How do u pump without a needle?!
How do u drive a car without enginee?!!! ",lousy product not look old but importantly nooooo needle pump without needle drive car without enginee,Others,0,Negative
5,Very Fast delivery. Prices are decent for the quality of shoes. Haven’t try the trx,fast delivery price decent quality shoe haven’t try trx,Delivery & Service,2,Positive
5,Packed Well And looks exactly like actual product ,packed well look exactly like actual product,Packaging Quality,2,Positive
5,Item in good condition and quality!,item good condition quality,Product Quality,2,Positive
5,It was awesome!!!! Delivered earlier than the ETA. Highly recommend 👍👍👍👍,awesome delivered earlier eta highly recommend 👍👍👍👍,Product Quality,2,Positive
5,"Works well, product feels good!",work well product feel good,Product Quality,2,Positive
5,Package arrived in safe condition and look good authentic!,package arrived safe condition look good authentic,Delivery & Service,2,Positive
5,Product looks great! Came fast and packaged securely.,product look great came fast packaged securely,Packaging Quality,2,Positive
5,"Item came relatively fast..
As authentic as it can be. ",item came relatively fast authentic can,Product Quality,2,Positive
5,Item received in good condition!,item received good condition,Delivery & Service,2,Positive
5,Looks like pic shown. The tights are a little big but its still ok.,look like pic shown tights little big but still ok,Others,2,Positive
2,Ordered this design but they gave me 2 of the other design .........,ordered design but gave design,Product Quality,0,Negative
5,Material is light. Elastic waist band was not too tight and thus very comfortable to wear. Recommended.,material light elastic waist band not tight thus comfortable wear recommended,Product Quality,2,Positive
4,The blue is totally different. It is more like turquoise? The material is comfortable but the pockets keep coming out hahaha,blue totally different like turquoise material comfortable but pocket keep coming hahaha,Product Quality,2,Positive
4,Received.. Color a bit down more. L size just nice for for me. There's a zip for the pocket but the pocket a bit small just for coins or keys. ,received color bit size nice there zip pocket but pocket bit small coin or key,Product Quality,2,Positive
5,"Good qty , cooling ",good qty cooling,Others,2,Positive
5,Ordered on June 6 and received on 15 June. Quality is good and satisfied for the price :) ,ordered june received june quality good satisfied price,Product Quality,2,Positive
5,Received it fast.. shorts in good quality.. will come back again next time. ,received fast short good quality come back next time,Product Quality,2,Positive
5,"Quality is very good, and has pockets. Color as shown as in picture 👍🏻 ",quality good pocket color shown picture 👍🏻,Product Quality,2,Positive
5,Repeated purchase because its comfortable and great material. Highly recommend. ,repeated purchase comfortable great material highly recommend,Product Quality,2,Positive
5,if u r smaller size try to order medium???,smaller size try order medium,Product Quality,2,Positive
5,Nice shorts and comfortable worth the priceee!!! Niceeeeo,nice short comfortable worth priceee niceeeeo,Product Quality,2,Positive
5,Good material and fitting.,good material fitting,Product Quality,2,Positive
5,"Good for value and good quality 
Delivery slightly long due to covid but all is smooth",good value good quality delivery slightly long due covid but smooth,Product Quality,2,Positive
5,"Nice, quality is good, i like the pockets. Size might be smaller than expected",nice quality good like pocket size might smaller expected,Product Quality,2,Positive
5,Good quality and quite comfortable to wear. Very happy with the purchase. ,good quality quite comfortable wear happy purchase,Product Quality,2,Positive
5,Item received. Took some time for delivery. Have pockets and inner tights ,item received took time delivery pocket inner tights,Delivery & Service,2,Positive
5,Material is more flimsy than the photo shows but has pockets and is still very comfortable.,material flimsy photo show but pocket still comfortable,Product Quality,2,Positive
5,Fits well and nice!,fit well nice,Product Quality,2,Positive
5,"Item received in good condition, material is decent, comfortable to wear. Will buy again",item received good condition material decent comfortable wear buy,Product Quality,2,Positive
5,Delivery is okay. Have not try it yet but quality seems good for the price ,delivery okay not try yet but quality seems good price,Product Quality,2,Positive
5,Compact...hope durable last long,compacthope durable last long,Product Quality,2,Positive
5,Very will be I tried is very powerful and very easy for a bicycle air,tried powerful easy bicycle air,Product Quality,2,Positive
5,Received today! Very fast delivery and would definitely purchase again.,received today fast delivery would definitely purchase,Delivery & Service,2,Positive
4,Item don’t look really brand new but nevertheless it worked well. Not really sturdy but acceptable. ,item don’t look really brand new but nevertheless worked well not really sturdy but acceptable,Product Quality,2,Positive
3,Compact pump however when plug to bicycle there's some leakage even after locking. But it serve its purpose,compact pump however plug bicycle there leakage even locking but serve purpose,Product Quality,1,Neutral
5,Easy to use!,easy use,Others,2,Positive
5,I love this item! i shall buy it again soon! 100% recommended guys! buy it! ,love item shall buy soon recommended guy buy,Others,2,Positive
5,"Shopee Review Template:

Received in good condition. Will try it later and if good, will buy again next time. From outside, looks ok. Hope the quality is also ok. Thanks seller. Till next time! 😊",shopee review template received good condition try later good buy next time outside look ok hope quality also ok thanks seller till next time,Delivery & Service,2,Positive
5,Fast delivery and excellent service ,fast delivery excellent service,Delivery & Service,2,Positive
5,Received. Small and light. Thank you,received small light thank,Delivery & Service,2,Positive
5,Thanks! Very nice air pump. Light and handy. ,thanks nice air pump light handy,Others,2,Positive
5,Good purchase for the price. Still didn't check if it really works but looks ok. ,good purchase price still didnt check really work but look ok,Product Quality,2,Positive
4,Tested working. Need some strength as compare to the big unit. But very light and can carry with u.,tested working need strength compare big unit but light can carry,Product Quality,2,Positive
5,"item received in good cond, thanks",item received good cond thanks,Delivery & Service,2,Positive
5,Very nice. Small and compact. Using with no issue. Cheap compared to others. Will recommend.,nice small compact using no issue cheap compared others recommend,Product Quality,2,Positive
3,Rexeivd shipment in short time. Actual product is smaller than i imagine,rexeivd shipment short time actual product smaller imagine,Delivery & Service,1,Neutral
4,a bit weak to pump 80 psi,bit weak pump psi,Product Quality,2,Positive
5,PRODUCT IS IN PERFECT CONDITION!!!! HIGHLY RECOMMEND!!,product perfect condition highly recommend,Product Quality,2,Positive
5,"The pump looks pretty decent and seems to be able to serve its purpose. For the price, I think it’s very value for money. Also, the delivery is pretty fast despite the current Covid-19 situation. Highly recommend. ",pump look pretty decent seems able serve purpose price think it’s value money also delivery pretty fast despite current covid situation highly recommend,Product Quality,2,Positive
5,"Good enough to pump up to 50-60 psi. Beyond that, u need to get a better one",good enough pump psi beyond need get better one,Others,2,Positive
5,"Item is well protected, delivered on time, and good quality product. Thank you!",item well protected delivered time good quality product thank,Product Quality,2,Positive
5,Received in good condition and working well ,received good condition working well,Delivery & Service,2,Positive
5,Easy to use. Light and portable. Good. ,easy use light portable good,Others,2,Positive
5,"Received with good condition, easy to use.",received good condition easy use,Delivery & Service,2,Positive
5,Works well.,work well,Product Quality,2,Positive
5,Fast delivery with well packaging. The pump is easy to assemble and use. It can be used for both US and UK valves. I love it :) ,fast delivery well packaging pump easy assemble use can used u uk valve love,Delivery & Service,2,Positive
4,"Item received.. Delivery not desirable... Just left it at my door step, without informing and left. ",item received delivery not desirable left door step without informing left,Delivery & Service,2,Positive
5,"Good, easy to use. Shipping around 2 weeks, faster than expected. ",good easy use shipping around week faster expected,Delivery & Service,2,Positive
5,Works as advertised. Seems to work well so far no problem good,work advertised seems work well far no problem good,Product Quality,2,Positive
5,It took about 2 weeks to deliver. Received in good condition. Good air pump.,took week deliver received good condition good air pump,Delivery & Service,2,Positive
3,Body of pump is plastic and suitable for light duty use ,body pump plastic suitable light duty use,Others,1,Neutral
5,Item is well received and it’s in a great condition. Totally recommend it! ,item well received it’s great condition totally recommend,Delivery & Service,2,Positive
4,"received with thanks. fast delivery , received within 2 weeks.",received thanks fast delivery received within week,Delivery & Service,2,Positive
5,"Very good better than I expect...bought a pump about same price n it doesn't work at all. Only can pump ball but this is the real thing, for bicycle too! Easy to use n received v quickly!",good better expectbought pump price doesnt work can pump ball but real thing bicycle easy use received quickly,Delivery & Service,2,Positive
4,Works well. Worth the money. Small enough to fit in backpack,work well worth money small enough fit backpack,Product Quality,2,Positive
5,Item received and happy with the purchased. Recommended as is easy to use and reasonable price.,item received happy purchased recommended easy use reasonable price,Delivery & Service,2,Positive
5,Goododododododododododododoododoododododododododododo,goododododododododododododoododoododododododododododo,Others,2,Positive
5,Yet to use,yet use,Others,2,Positive
5,"Good shape and built, usable, cheap and good, no complains ",good shape built usable cheap good no complains,Others,2,Positive
5,Easy and light,easy light,Others,2,Positive
5,as described and promptly delivered!,described promptly delivered,Others,2,Positive
5,Received in good condition ! Will comment again one i used it . Thanks ,received good condition comment one used thanks,Delivery & Service,2,Positive
5,Item well packaged and received in good condition ,item well packaged received good condition,Delivery & Service,2,Positive
5,Works perfertly,work perfertly,Product Quality,2,Positive
5,Received and it works.,received work,Product Quality,2,Positive
5,"Efficient! 
",efficient,Others,2,Positive
1,Delivered fast but pump leaky and cheap plasticy make. Not recommended,delivered fast but pump leaky cheap plasticy make not recommended,Others,0,Negative
5,"Good buy must buy, don't miss it plus easy to use it, small and light. ",good buy must buy dont miss plus easy use small light,Others,2,Positive
5,Good quality product.. compact and as per photo shown. Value buy!,good quality product compact per photo shown value buy,Product Quality,2,Positive
5,"item received in good condition, fast delivery, worth for money, thanks",item received good condition fast delivery worth money thanks,Delivery & Service,2,Positive
5,Received. Thanks! ----------------------------------,received thanks,Delivery & Service,2,Positive
5,"Item well received in carton with good condition. Delivery took 19 days to arrive. Very Disappointed with the delivery man, the box was placed outside my premises without pressing on my door bell nor informed while I was at home. Seller, please look into the matter with your delivery. Thanks Seller!",item well received carton good condition delivery took day arrive disappointed delivery man box placed outside premise without pressing door bell nor informed home seller please look matter delivery thanks seller,Delivery & Service,2,Positive
5,"Picture 1: item broken when arrived. Picture 2: not in good condition. Picture 3: full bicycle view. Long delivery but understandable as it was shipped from overseas. Quality seems okay too!
Updated: Seller was nice to arrange for a re-send of picture 1, looking forward! Thanks! ",picture item broken arrived picture not good condition picture full bicycle view long delivery but understandable shipped overseas quality seems okay updated seller nice arrange resend picture looking forward thanks,Delivery & Service,2,Positive
5,"Item received in good condition, easy to assemble. Cheap bicycle ",item received good condition easy assemble cheap bicycle,Delivery & Service,2,Positive
5,"The basket was dented, so i did not fixed it on the bicycle. The rest are good. Thank you",basket dented not fixed bicycle rest good thank,Others,2,Positive
5,Excellent product with price. Recommend the both Seller and Product. Thank you. ,excellent product price recommend seller product thank,Product Quality,2,Positive
4,"Well received in 2weeks time.. Easy assembly.. just the air pump low quality..
Also might because of the tyre is small so it seems difficult to ride a passenger",well received week time easy assembly air pump low quality also might tyre small seems difficult ride passenger,Product Quality,2,Positive
5,"Received as my request location, thank you 🙏 ",received request location thank,Delivery & Service,2,Positive
5,Looks good.. Yet to ride it. ,look good yet ride,Others,2,Positive
5,Well received with all accessories. Nice bike but feels heavy..,well received accessory nice bike but feel heavy,Delivery & Service,2,Positive
5,"Super super love this bike!! Firstly seller is very responsive and sent out the order almost immediately. The bike comes with alot of freebies like the duckie horn, bike pump, rear foot poles etc. The bike was wrapped up well so it made through the journey very well. Im very very happy!!! ",super super love bike firstly seller responsive sent order almost immediately bike come alot freebie like duckie horn bike pump rear foot pole etc bike wrapped well made journey well im happy,Delivery & Service,2,Positive
5,Very Nice . Thank you ,nice thank,Others,2,Positive
5,Item received in good condition. Would require to assemble the bike yourself with no manual. Item come with tool. Yet to cycle for long distance. ,item received good condition would require assemble bike no manual item come tool yet cycle long distance,Delivery & Service,2,Positive
5,good stuff!,good stuff,Others,2,Positive
5,Cheap and good to go,cheap good go,Others,2,Positive
5,Good condition n fast. Tq,good condition fast tq,Delivery & Service,2,Positive
5,Bike delivered quite fast but the delivery man did not call to inform me the delivery time and day. I was not at home when the bike was delivered.,bike delivered quite fast but delivery man not call inform delivery time day not home bike delivered,Delivery & Service,2,Positive
4,"Order White but deliver Black. The  packaging is not that good, some minor scratches. Overall it worth for the price",order white but deliver black packaging not good minor scratch overall worth price,Packaging Quality,2,Positive
5,Item have receive n  have install it look nice .,item receive install look nice,Delivery & Service,2,Positive
5,"Seller was very prompt in sending out the item. Shipping takes 2 weeks, it's a norm since its from overseas. Item arrived as described, all accessories in. Easy to assemble even without manual (installation guide(in chinese) provided). It's a bang for my buck👍",seller prompt sending item shipping take week norm since overseas item arrived described accessory easy assemble even without manual installation guidein chinese provided bang buck👍,Delivery & Service,2,Positive
4,Looks good. Brake lever is plastic fyi. For the price its good. Do take note the spoke wheel model does not have front suspension. Cant wait to ride.,look good brake lever plastic fyi price good take note spoke wheel model not front suspension cant wait ride,Others,2,Positive
5,Very nice bike with lots of freebies! ,nice bike lot freebie,Others,2,Positive
5,Seller is very responsive and help me to call the logistics due to their slow delivery.  Order on 6 June reached the xui xiang warehouse on 19th but deliver on 1 July. The logistics company just to slow and there are minor starches due to delivery. You need to assemble it but its easy and cheap bike,seller responsive help call logistics due slow delivery order june reached xui xiang warehouse th but deliver july logistics company slow minor starch due delivery need assemble but easy cheap bike,Delivery & Service,2,Positive
5,Works well for its purpose lol bought this for free shipping ,work well purpose lol bought free shipping,Product Quality,2,Positive
2,"Material seems a bit thin. OK for light stretching 
",material seems bit thin ok light stretching,Product Quality,0,Negative
5,Very fast delivery - impressed especially during this pandemic period. All 3 items received in good condition. Thank you Seller!,fast delivery impressed especially pandemic period item received good condition thank seller,Delivery & Service,2,Positive
3,The delivery was damn fast. I ordered on 11/6 and it arrived on 13/6. The band have this very strong gas smell.,delivery damn fast ordered arrived band strong gas smell,Product Quality,1,Neutral
5,Fast delivery!! Yet to try...... hope it be able to assist with my exercise...,fast delivery yet try hope able assist exercise,Delivery & Service,2,Positive
5,"Item is good, except rubbery smell, should goes away after airing. ",item good except rubbery smell should go away airing,Product Quality,2,Positive
5,"Really fast delivery. I ordered on 7pm Sunday then received it on Tuesday. Good quality. I'm quite tall so the size is perfectly fit.
Really happy. Recommend this seller!",really fast delivery ordered pm sunday received tuesday good quality im quite tall size perfectly fit really happy recommend seller,Product Quality,2,Positive
5,Great item! It’s pretty cheap too! Plus the delivery is Super fast! Thanks ,great item it’s pretty cheap plus delivery super fast thanks,Delivery & Service,2,Positive
5,"Material quite good.  Don't have the powdery feel. 
Received order after 3 days. Very nice seller ",material quite good dont powdery feel received order day nice seller,Delivery & Service,2,Positive
5,super cute baby pink colour. no weird smell. love it. ,super cute baby pink colour no weird smell love,Product Quality,2,Positive
5,comes with instruction for exercises very nice time to get fit,come instruction exercise nice time get fit,Product Quality,2,Positive
5,Received really fast and it was good ,received really fast good,Delivery & Service,2,Positive
5,Super fast delivery 👌 ,super fast delivery,Delivery & Service,2,Positive
5,Fast delivery. Met some issue. V responsible seller. Thumb up,fast delivery met issue responsible seller thumb,Delivery & Service,2,Positive
5,"Delivery was fast, wasn’t expecting the delivery within 1 week. 
",delivery fast wasn’t expecting delivery within week,Delivery & Service,2,Positive
5,Got the items within 3 days. Package was good. Items received was in good order. Thank you seller. 👍🥰,got item within day package good item received good order thank seller 👍🥰,Delivery & Service,2,Positive
